CWE_ID,NAME,DESCRIPTION,LIKELIHOOD_OF_EXPLOIT
607,Public Static Final Field References Mutable Object,"A public or protected static final field references a mutable object, which allows the object to be changed by malicious code, or accidentally from another package.", 
608,Struts: Non-private Field in ActionForm Class,"An ActionForm class contains a field that has not been declared private, which can be accessed without using a setter or getter.", 
609,Double-Checked Locking,"The program uses double-checked locking to access a resource without the overhead of explicit synchronization, but the locking is insufficient.", 
61,UNIX Symbolic Link (Symlink) Following,"The software, when opening a file or directory, does not sufficiently account for when the file is a symbolic link that resolves to a target outside of the intended control sphere. This could allow an attacker to cause the software to operate on unauthorized files.",High
610,Externally Controlled Reference to a Resource in Another Sphere,The product uses an externally controlled name or reference that resolves to a resource that is outside of the intended control sphere., 
611,Improper Restriction of XML External Entity Reference,"The software processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.", 
612,Improper Authorization of Index Containing Sensitive Information,"The product creates a search index of private or sensitive documents, but it does not properly limit index access to actors who are authorized to see the original information.", 
613,Insufficient Session Expiration,"According to WASC,  Insufficient Session Expiration is when a web site permits an attacker to reuse old session credentials or session IDs for authorization. ", 
614,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,"The Secure attribute for sensitive cookies in HTTPS sessions is not set, which could cause the user agent to send those cookies in plaintext over an HTTP session.", 
615,Inclusion of Sensitive Information in Source Code Comments,"While adding general comments is very useful, some programmers tend to leave important data, such as: filenames related to the web application, old links or links which were not meant to be browsed by users, old code fragments, etc.", 
616,Incomplete Identification of Uploaded File Variables (PHP),"The PHP application uses an old method for processing uploaded files by referencing the four global variables that are set for each file (e.g. $varname, $varname_size, $varname_name, $varname_type). These variables could be overwritten by attackers, causing the application to process unauthorized files.", 
617,Reachable Assertion,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary.", 
618,Exposed Unsafe ActiveX Method,"An ActiveX control is intended for use in a web browser, but it exposes dangerous methods that perform actions that are outside of the browser's security model (e.g. the zone or domain).", 
619,Dangling Database Cursor ('Cursor Injection'),"If a database cursor is not closed properly, then it could become accessible to other users while retaining the same privileges that were originally assigned, leaving the cursor  dangling. ", 
62,UNIX Hard Link,"The software, when opening a file or directory, does not sufficiently account for when the name is associated with a hard link to a target that is outside of the intended control sphere. This could allow an attacker to cause the software to operate on unauthorized files.", 
620,Unverified Password Change,"When setting a new password for a user, the product does not require knowledge of the original password, or using another form of authentication.", 
621,Variable Extraction Error,"The product uses external input to determine the names of variables into which information is extracted, without verifying that the names of the specified variables are valid. This could cause the program to overwrite unintended variables.", 
622,Improper Validation of Function Hook Arguments,"The product adds hooks to user-accessible API functions, but it does not properly validate the arguments. This could lead to resultant vulnerabilities.", 
623,Unsafe ActiveX Control Marked Safe For Scripting,"An ActiveX control is intended for restricted use, but it has been marked as safe-for-scripting.", 
624,Executable Regular Expression Error,"The product uses a regular expression that either (1) contains an executable component with user-controlled inputs, or (2) allows a user to enable execution by inserting pattern modifiers.", 
625,Permissive Regular Expression,The product uses a regular expression that does not sufficiently restrict the set of allowed values., 
626,Null Byte Interaction Error (Poison Null Byte),The product does not properly handle null bytes or NUL characters when passing data between different representations or components., 
627,Dynamic Variable Evaluation,"In a language where the user can influence the name of a variable at runtime, if the variable names are not controlled, an attacker can read or write to arbitrary variables, or access arbitrary functions.", 
628,Function Call with Incorrectly Specified Arguments,"The product calls a function, procedure, or routine with arguments that are not correctly specified, leading to always-incorrect behavior and resultant weaknesses.", 
636,Not Failing Securely ('Failing Open'),"When the product encounters an error condition or failure, its design requires it to fall back to a state that is less secure than other options that are available, such as selecting the weakest encryption algorithm or using the most permissive access control restrictions.", 
637,Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism'),"The software uses a more complex mechanism than necessary, which could lead to resultant weaknesses when the mechanism is not correctly understood, modeled, configured, implemented, or used.", 
638,Not Using Complete Mediation,"The software does not perform access checks on a resource every time the resource is accessed by an entity, which can create resultant weaknesses if that entity's rights or privileges change over time.", 
639,Authorization Bypass Through User-Controlled Key,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.,High
64,Windows Shortcut Following (.LNK),"The software, when opening a file or directory, does not sufficiently handle when the file is a Windows shortcut (.LNK) whose target is outside of the intended control sphere. This could allow an attacker to cause the software to operate on unauthorized files.",Low
640,Weak Password Recovery Mechanism for Forgotten Password,"The software contains a mechanism for users to recover or change their passwords without knowing the original password, but the mechanism is weak.",High
641,Improper Restriction of Names for Files and Other Resources,"The application constructs the name of a file or other resource using input from an upstream component, but it does not restrict or incorrectly restricts the resulting name.",Low
642,External Control of Critical State Data,"The software stores security-critical state information about its users, or the software itself, in a location that is accessible to unauthorized actors.",High
643,Improper Neutralization of Data within XPath Expressions ('XPath Injection'),"The software uses external input to dynamically construct an XPath expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query.",High
644,Improper Neutralization of HTTP Headers for Scripting Syntax,"The application does not neutralize or incorrectly neutralizes web scripting syntax in HTTP headers that can be used by web browser components that can process raw headers, such as Flash.",High
645,Overly Restrictive Account Lockout Mechanism,"The software contains an account lockout protection mechanism, but the mechanism is too restrictive and can be triggered too easily, which allows attackers to deny service to legitimate users by causing their accounts to be locked out.",High
646,Reliance on File Name or Extension of Externally-Supplied File,"The software allows a file to be uploaded, but it relies on the file name or extension of the file to determine the appropriate behaviors. This could be used by attackers to cause the file to be misclassified and processed in a dangerous fashion.",High
647,Use of Non-Canonical URL Paths for Authorization Decisions,The software defines policy namespaces and makes authorization decisions based on the assumption that a URL is canonical. This can allow a non-canonical URL to bypass the authorization.,High
648,Incorrect Use of Privileged APIs,The application does not conform to the API requirements for a function call that requires extra privileges. This could allow attackers to gain privileges by causing the function to be called incorrectly.,Low
649,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,"The software uses obfuscation or encryption of inputs that should not be mutable by an external actor, but the software does not use integrity checks to detect if those inputs have been modified.",High
65,Windows Hard Link,"The software, when opening a file or directory, does not sufficiently handle when the name is associated with a hard link to a target that is outside of the intended control sphere. This could allow an attacker to cause the software to operate on unauthorized files.", 
650,Trusting HTTP Permission Methods on the Server Side,"The server contains a protection mechanism that assumes that any URI that is accessed using HTTP GET will not cause a state change to the associated resource. This might allow attackers to bypass intended access restrictions and conduct resource modification and deletion attacks, since some applications allow GET to modify state.",High
651,Exposure of WSDL File Containing Sensitive Information,The Web services architecture may require exposing a Web Service Definition Language (WSDL) file that contains information on the publicly accessible services and how callers of these services should interact with them (e.g. what parameters they expect and what types they return)., 
652,Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),"The software uses external input to dynamically construct an XQuery expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query.",High
653,Improper Isolation or Compartmentalization,"The product does not properly compartmentalize or isolate functionality, processes, or resources that require different privilege levels, rights, or permissions.", 
654,Reliance on a Single Factor in a Security Decision,"A protection mechanism relies exclusively, or to a large extent, on the evaluation of a single condition or the integrity of a single object or entity in order to make a decision about granting access to restricted resources or functionality.", 
655,Insufficient Psychological Acceptability,"The software has a protection mechanism that is too difficult or inconvenient to use, encouraging non-malicious users to disable or bypass the mechanism, whether by accident or on purpose.", 
656,Reliance on Security Through Obscurity,"The software uses a protection mechanism whose strength depends heavily on its obscurity, such that knowledge of its algorithms or key data is sufficient to defeat the mechanism.", 
657,Violation of Secure Design Principles,The product violates well-established principles for secure design., 
66,Improper Handling of File Names that Identify Virtual Resources,"The product does not handle or incorrectly handles a file name that identifies a  virtual  resource that is not directly specified within the directory that is associated with the file name, causing the product to perform file-based operations on a resource that is not a file.", 
662,Improper Synchronization,"The software utilizes multiple threads or processes to allow temporary access to a shared resource that can only be exclusive to one process at a time, but it does not properly synchronize these actions, which might cause simultaneous accesses of this resource by multiple threads or processes.", 
663,Use of a Non-reentrant Function in a Concurrent Context,The software calls a non-reentrant function in a concurrent context in which a competing code sequence (e.g. thread or signal handler) may have an opportunity to call the same function or otherwise influence its state., 
664,Improper Control of a Resource Through its Lifetime,"The software does not maintain or incorrectly maintains control over a resource throughout its lifetime of creation, use, and release.", 
665,Improper Initialization,"The software does not initialize or incorrectly initializes a resource, which might leave the resource in an unexpected state when it is accessed or used.",Medium
666,Operation on Resource in Wrong Phase of Lifetime,"The software performs an operation on a resource at the wrong phase of the resource's lifecycle, which can lead to unexpected behaviors.", 
667,Improper Locking,"The software does not properly acquire or release a lock on a resource, leading to unexpected resource state changes and behaviors.", 
668,Exposure of Resource to Wrong Sphere,"The product exposes a resource to the wrong control sphere, providing unintended actors with inappropriate access to the resource.", 
669,Incorrect Resource Transfer Between Spheres,"The product does not properly transfer a resource/behavior to another sphere, or improperly imports a resource/behavior from another sphere, in a manner that provides unintended control over that resource.", 
67,Improper Handling of Windows Device Names,"The software constructs pathnames from user input, but it does not handle or incorrectly handles a pathname containing a Windows device name such as AUX or CON. This typically leads to denial of service or an information exposure when the application attempts to process the pathname as a regular file.",High
670,Always-Incorrect Control Flow Implementation,"The code contains a control flow path that does not reflect the algorithm that the path is intended to implement, leading to incorrect behavior any time this path is navigated.", 
671,Lack of Administrator Control over Security,The product uses security features in a way that prevents the product's administrator from tailoring security settings to reflect the environment in which the product is being used. This introduces resultant weaknesses or prevents it from operating at a level of security that is desired by the administrator., 
672,Operation on a Resource after Expiration or Release,"The software uses, accesses, or otherwise operates on a resource after that resource has been expired, released, or revoked.", 
673,External Influence of Sphere Definition,The product does not prevent the definition of control spheres from external actors., 
674,Uncontrolled Recursion,"The product does not properly control the amount of recursion which takes place, consuming excessive resources, such as allocated memory or the program stack.", 
675,Multiple Operations on Resource in Single-Operation Context,"The product performs the same operation on a resource two or more times, when the operation should only be applied once.", 
676,Use of Potentially Dangerous Function,"The program invokes a potentially dangerous function that could introduce a vulnerability if it is used incorrectly, but the function can also be used safely.",High
680,Integer Overflow to Buffer Overflow,"The product performs a calculation to determine how much memory to allocate, but an integer overflow can occur that causes less memory to be allocated than expected, leading to a buffer overflow.", 
681,Incorrect Conversion between Numeric Types,"When converting from one data type to another, such as long to integer, data can be omitted or translated in a way that produces unexpected values. If the resulting values are used in a sensitive context, then dangerous behaviors may occur.",High
682,Incorrect Calculation,The software performs a calculation that generates incorrect or unintended results that are later used in security-critical decisions or resource management.,High
683,Function Call With Incorrect Order of Arguments,"The software calls a function, procedure, or routine, but the caller specifies the arguments in an incorrect order, leading to resultant weaknesses.", 
684,Incorrect Provision of Specified Functionality,"The code does not function according to its published specifications, potentially leading to incorrect usage.", 
685,Function Call With Incorrect Number of Arguments,"The software calls a function, procedure, or routine, but the caller specifies too many arguments, or too few arguments, which may lead to undefined behavior and resultant weaknesses.", 
686,Function Call With Incorrect Argument Type,"The software calls a function, procedure, or routine, but the caller specifies an argument that is the wrong data type, which may lead to resultant weaknesses.", 
687,Function Call With Incorrectly Specified Argument Value,"The software calls a function, procedure, or routine, but the caller specifies an argument that contains the wrong value, which may lead to resultant weaknesses.", 
688,Function Call With Incorrect Variable or Reference as Argument,"The software calls a function, procedure, or routine, but the caller specifies the wrong variable or reference as one of the arguments, which may lead to undefined behavior and resultant weaknesses.", 
689,Permission Race Condition During Resource Copy,"The product, while copying or cloning a resource, does not set the resource's permissions or access control until the copy is complete, leaving the resource exposed to other spheres while the copy is taking place.", 
69,Improper Handling of Windows ::DATA Alternate Data Stream,"The software does not properly prevent access to, or detect usage of, alternate data streams (ADS).", 
690,Unchecked Return Value to NULL Pointer Dereference,"The product does not check for an error after calling a function that can return with a NULL pointer if the function fails, which leads to a resultant NULL pointer dereference.", 
691,Insufficient Control Flow Management,"The code does not sufficiently manage its control flow during execution, creating conditions in which the control flow can be modified in unexpected ways.", 
692,Incomplete Denylist to Cross-Site Scripting,"The product uses a denylist-based protection mechanism to defend against XSS attacks, but the denylist is incomplete, allowing XSS variants to succeed.", 
693,Protection Mechanism Failure,The product does not use or incorrectly uses a protection mechanism that provides sufficient defense against directed attacks against the product., 
694,Use of Multiple Resources with Duplicate Identifier,"The software uses multiple resources that can have the same identifier, in a context in which unique identifiers are required.", 
695,Use of Low-Level Functionality,The software uses low-level functionality that is explicitly prohibited by the framework or specification under which the software is supposed to operate., 
696,Incorrect Behavior Order,"The product performs multiple related behaviors, but the behaviors are performed in the wrong order in ways which may produce resultant weaknesses.", 
697,Incorrect Comparison,"The software compares two entities in a security-relevant context, but the comparison is incorrect, which may lead to resultant weaknesses.", 
698,Execution After Redirect (EAR),"The web application sends a redirect to another location, but instead of exiting, it executes additional code.", 
7,J2EE Misconfiguration: Missing Custom Error Page,The default error page of a web application should not display sensitive information about the software system., 
703,Improper Check or Handling of Exceptional Conditions,The software does not properly anticipate or handle exceptional conditions that rarely occur during normal operation of the software., 
704,Incorrect Type Conversion or Cast,"The software does not correctly convert an object, resource, or structure from one type to a different type.", 
705,Incorrect Control Flow Scoping,The software does not properly return control flow to the proper location after it has completed a task or detected an unusual condition., 
706,Use of Incorrectly-Resolved Name or Reference,"The software uses a name or reference to access a resource, but the name/reference resolves to a resource that is outside of the intended control sphere.", 
707,Improper Neutralization,The product does not ensure or incorrectly ensures that structured messages or data are well-formed and that certain security properties are met before being read from an upstream component or sent to a downstream component., 
708,Incorrect Ownership Assignment,"The software assigns an owner to a resource, but the owner is outside of the intended control sphere.", 
71,DEPRECATED: Apple '.DS_Store',This entry has been deprecated as it represents a specific observed example of a UNIX Hard Link weakness type rather than its own individual weakness type. Please refer to CWE-62., 
710,Improper Adherence to Coding Standards,"The software does not follow certain coding rules for development, which can lead to resultant weaknesses or increase the severity of the associated vulnerabilities.", 
72,Improper Handling of Apple HFS+ Alternate Data Stream Path,The software does not properly handle special paths that may identify the data or resource fork of a file on the HFS+ file system., 
73,External Control of File Name or Path,The software allows user input to control or influence paths or file names that are used in filesystem operations.,High
732,Incorrect Permission Assignment for Critical Resource,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.,High
733,Compiler Optimization Removal or Modification of Security-critical Code,"The developer builds a security-critical protection mechanism into the software, but the compiler optimizes the program such that the mechanism is removed or modified.", 
74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),"The software constructs all or part of a command, data structure, or record using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify how it is parsed or interpreted when it is sent to a downstream component.",High
749,Exposed Dangerous Method or Function,"The software provides an Applications Programming Interface (API) or similar interface for interaction with external actors, but the interface includes a dangerous method or function that is not properly restricted.",Low
75,Failure to Sanitize Special Elements into a Different Plane (Special Element Injection),The software does not adequately filter user-controlled input for special elements with control implications., 
754,Improper Check for Unusual or Exceptional Conditions,The software does not check or incorrectly checks for unusual or exceptional conditions that are not expected to occur frequently during day to day operation of the software.,Medium
755,Improper Handling of Exceptional Conditions,The software does not handle or incorrectly handles an exceptional condition.,Medium
756,Missing Custom Error Page,"The software does not return custom error pages to the user, possibly exposing sensitive information.", 
757,Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),"A protocol or its implementation supports interaction between multiple actors and allows those actors to negotiate which algorithm should be used as a protection mechanism such as encryption or authentication, but it does not select the strongest algorithm that is available to both parties.", 
758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior","The software uses an API function, data structure, or other entity in a way that relies on properties that are not always guaranteed to hold for that entity.", 
759,Use of a One-Way Hash without a Salt,"The software uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the software does not also use a salt as part of the input.", 
76,Improper Neutralization of Equivalent Special Elements,"The software properly neutralizes certain special elements, but it improperly neutralizes equivalent special elements.",High
760,Use of a One-Way Hash with a Predictable Salt,"The software uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the software uses a predictable salt as part of the input.", 
761,Free of Pointer not at Start of Buffer,"The application calls free() on a pointer to a memory resource that was allocated on the heap, but the pointer is not at the start of the buffer.", 
762,Mismatched Memory Management Routines,"The application attempts to return a memory resource to the system, but it calls a release function that is not compatible with the function that was originally used to allocate that resource.",Low
763,Release of Invalid Pointer or Reference,"The application attempts to return a memory resource to the system, but calls the wrong release function or calls the appropriate release function incorrectly.", 
764,Multiple Locks of a Critical Resource,"The software locks a critical resource more times than intended, leading to an unexpected state in the system.", 
765,Multiple Unlocks of a Critical Resource,"The software unlocks a critical resource more times than intended, leading to an unexpected state in the system.", 
766,Critical Data Element Declared Public,"The software declares a critical variable, field, or member to be public when intended security policy requires it to be private.", 
767,Access to Critical Private Variable via Public Method,The software defines a public method that reads or modifies a private variable., 
768,Incorrect Short Circuit Evaluation,"The software contains a conditional statement with multiple logical expressions in which one of the non-leading expressions may produce side effects. This may lead to an unexpected state in the program after the execution of the conditional, because short-circuiting logic may prevent the side effects from occurring.",Low
769,DEPRECATED: Uncontrolled File Descriptor Consumption,This entry has been deprecated because it was a duplicate of CWE-774. All content has been transferred to CWE-774., 
77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),"The software constructs all or part of a command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended command when it is sent to a downstream component.",High
770,Allocation of Resources Without Limits or Throttling,"The software allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor.",High
771,Missing Reference to Active Allocated Resource,"The software does not properly maintain a reference to a resource that has been allocated, which prevents the resource from being reclaimed.",Medium
772,Missing Release of Resource after Effective Lifetime,"The software does not release a resource after its effective lifetime has ended, i.e., after the resource is no longer needed.",High
773,Missing Reference to Active File Descriptor or Handle,"The software does not properly maintain references to a file descriptor or handle, which prevents that file descriptor/handle from being reclaimed.", 
774,Allocation of File Descriptors or Handles Without Limits or Throttling,"The software allocates file descriptors or handles on behalf of an actor without imposing any restrictions on how many descriptors can be allocated, in violation of the intended security policy for that actor.",Low
775,Missing Release of File Descriptor or Handle after Effective Lifetime,"The software does not release a file descriptor or handle after its effective lifetime has ended, i.e., after the file descriptor/handle is no longer needed.", 
776,Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),"The software uses XML documents and allows their structure to be defined with a Document Type Definition (DTD), but it does not properly control the number of recursive definitions of entities.",Medium
777,Regular Expression without Anchors,"The software uses a regular expression to perform neutralization, but the regular expression is not anchored and may allow malicious or malformed data to slip through.",Medium
778,Insufficient Logging,"When a security-critical event occurs, the software either does not record the event or omits important details about the event when logging it.",Medium
779,Logging of Excessive Data,"The software logs too much information, making log files hard to process and possibly hindering recovery efforts or forensic analysis after an attack.",Low
78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"The software constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component.",High
780,Use of RSA Algorithm without OAEP,"The software uses the RSA algorithm but does not incorporate Optimal Asymmetric Encryption Padding (OAEP), which might weaken the encryption.",Medium
781,Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,"The software defines an IOCTL that uses METHOD_NEITHER for I/O, but it does not validate or incorrectly validates the addresses that are provided.", 
782,Exposed IOCTL with Insufficient Access Control,"The software implements an IOCTL with functionality that should be restricted, but it does not properly enforce access control for the IOCTL.", 
783,Operator Precedence Logic Error,The program uses an expression in which operator precedence causes incorrect logic to be used.,Low
784,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,"The application uses a protection mechanism that relies on the existence or values of a cookie, but it does not properly ensure that the cookie is valid for the associated user.",High
785,Use of Path Manipulation Function without Maximum-sized Buffer,"The software invokes a function for normalizing paths or file names, but it provides an output buffer that is smaller than the maximum possible size, such as PATH_MAX.", 
786,Access of Memory Location Before Start of Buffer,The software reads or writes to a buffer using an index or pointer that references a memory location prior to the beginning of the buffer., 
787,Out-of-bounds Write,"The software writes data past the end, or before the beginning, of the intended buffer.",High
788,Access of Memory Location After End of Buffer,The software reads or writes to a buffer using an index or pointer that references a memory location after the end of the buffer., 
789,Memory Allocation with Excessive Size Value,"The product allocates memory based on an untrusted, large size value, but it does not ensure that the size is within expected limits, allowing arbitrary amounts of memory to be allocated.", 
79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,High
790,Improper Filtering of Special Elements,"The software receives data from an upstream component, but does not filter or incorrectly filters special elements before sending it to a downstream component.", 
791,Incomplete Filtering of Special Elements,"The software receives data from an upstream component, but does not completely filter special elements before sending it to a downstream component.", 
792,Incomplete Filtering of One or More Instances of Special Elements,"The software receives data from an upstream component, but does not completely filter one or more instances of special elements before sending it to a downstream component.", 
793,Only Filtering One Instance of a Special Element,"The software receives data from an upstream component, but only filters a single instance of a special element before sending it to a downstream component.", 
794,Incomplete Filtering of Multiple Instances of Special Elements,"The software receives data from an upstream component, but does not filter all instances of a special element before sending it to a downstream component.", 
795,Only Filtering Special Elements at a Specified Location,"The software receives data from an upstream component, but only accounts for special elements at a specified location, thereby missing remaining special elements that may exist before sending it to a downstream component.", 
796,Only Filtering Special Elements Relative to a Marker,"The software receives data from an upstream component, but only accounts for special elements positioned relative to a marker (e.g.  at the beginning/end of a string; the second argument ), thereby missing remaining special elements that may exist before sending it to a downstream component.", 
797,Only Filtering Special Elements at an Absolute Position,"The software receives data from an upstream component, but only accounts for special elements at an absolute position (e.g.  byte number 10 ), thereby missing remaining special elements that may exist before sending it to a downstream component.", 
798,Use of Hard-coded Credentials,"The software contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.",High
799,Improper Control of Interaction Frequency,"The software does not properly limit the number or frequency of interactions that it has with an actor, such as the number of incoming requests.", 
8,J2EE Misconfiguration: Entity Bean Declared Remote,"When an application exposes a remote interface for an entity bean, it might also expose methods that get or set the bean's data. These methods could be leveraged to read sensitive information, or to change data in ways that violate the application's expectations, potentially leading to other vulnerabilities.", 
80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as  &lt; ,  &gt; , and  &amp;  that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",High
804,Guessable CAPTCHA,"The software uses a CAPTCHA challenge, but the challenge can be guessed or automatically recognized by a non-human actor.", 
805,Buffer Access with Incorrect Length Value,"The software uses a sequential operation to read or write a buffer, but it uses an incorrect length value that causes it to access memory that is outside of the bounds of the buffer.",High
806,Buffer Access Using Size of Source Buffer,"The software uses the size of a source buffer when reading from or writing to a destination buffer, which may cause it to access memory that is outside of the bounds of the buffer.", 
807,Reliance on Untrusted Inputs in a Security Decision,"The application uses a protection mechanism that relies on the existence or values of an input, but the input can be modified by an untrusted actor in a way that bypasses the protection mechanism.",High
81,Improper Neutralization of Script in an Error Message Web Page,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters that could be interpreted as web-scripting elements when they are sent to an error page.", 
82,Improper Neutralization of Script in Attributes of IMG Tags in a Web Page,"The web application does not neutralize or incorrectly neutralizes scripting elements within attributes of HTML IMG tags, such as the src attribute.", 
820,Missing Synchronization,The software utilizes a shared resource in a concurrent manner but does not attempt to synchronize access to the resource., 
821,Incorrect Synchronization,"The software utilizes a shared resource in a concurrent manner, but it does not correctly synchronize access to the resource.", 
822,Untrusted Pointer Dereference,"The program obtains a value from an untrusted source, converts this value to a pointer, and dereferences the resulting pointer.", 
823,Use of Out-of-range Pointer Offset,"The program performs pointer arithmetic on a valid pointer, but it uses an offset that can point outside of the intended range of valid memory locations for the resulting pointer.", 
824,Access of Uninitialized Pointer,The program accesses or uses a pointer that has not been initialized., 
825,Expired Pointer Dereference,"The program dereferences a pointer that contains a location for memory that was previously valid, but is no longer valid.", 
826,Premature Release of Resource During Expected Lifetime,The program releases a resource that is still intended to be used by the program itself or another actor., 
827,Improper Control of Document Type Definition,"The software does not restrict a reference to a Document Type Definition (DTD) to the intended control sphere. This might allow attackers to reference arbitrary DTDs, possibly causing the software to expose files, consume excessive system resources, or execute arbitrary http requests on behalf of the attacker.", 
828,Signal Handler with Functionality that is not Asynchronous-Safe,"The software defines a signal handler that contains code sequences that are not asynchronous-safe, i.e., the functionality is not reentrant, or it can be interrupted.", 
829,Inclusion of Functionality from Untrusted Control Sphere,"The software imports, requires, or includes executable functionality (such as a library) from a source that is outside of the intended control sphere.", 
83,Improper Neutralization of Script in Attributes in a Web Page,"The software does not neutralize or incorrectly neutralizes  javascript:  or other URIs from dangerous attributes within tags, such as onmouseover, onload, onerror, or style.", 
830,Inclusion of Web Functionality from an Untrusted Source,"The software includes web functionality (such as a web widget) from another domain, which causes it to operate within the domain of the software, potentially granting total access and control of the software to the untrusted source.", 
831,Signal Handler Function Associated with Multiple Signals,The software defines a function that is used as a handler for more than one signal., 
832,Unlock of a Resource that is not Locked,The software attempts to unlock a resource that is not locked., 
833,Deadlock,"The software contains multiple threads or executable segments that are waiting for each other to release a necessary lock, resulting in deadlock.", 
834,Excessive Iteration,The software performs an iteration or loop without sufficiently limiting the number of times that the loop is executed., 
835,Loop with Unreachable Exit Condition ('Infinite Loop'),"The program contains an iteration or loop with an exit condition that cannot be reached, i.e., an infinite loop.", 
836,Use of Password Hash Instead of Password for Authentication,"The software records password hashes in a data store, receives a hash of a password from a client, and compares the supplied hash to the hash obtained from the data store.", 
837,"Improper Enforcement of a Single, Unique Action","The software requires that an actor should only be able to perform an action once, or to have only one unique action, but the software does not enforce or improperly enforces this restriction.", 
838,Inappropriate Encoding for Output Context,"The software uses or specifies an encoding when generating output to a downstream component, but the specified encoding is not the same as the encoding that is expected by the downstream component.", 
839,Numeric Range Comparison Without Minimum Check,"The program checks a value to ensure that it is less than or equal to a maximum, but it does not also verify that the value is greater than or equal to the minimum.", 
84,Improper Neutralization of Encoded URI Schemes in a Web Page,The web application improperly neutralizes user-controlled input for executable script disguised with URI encodings., 
841,Improper Enforcement of Behavioral Workflow,"The software supports a session in which more than one behavior must be performed by an actor, but it does not properly ensure that the actor performs the behaviors in the required sequence.", 
842,Placement of User into Incorrect Group,The software or the administrator places a user into an incorrect group., 
843,Access of Resource Using Incompatible Type ('Type Confusion'),"The program allocates or initializes a resource such as a pointer, object, or variable using one type, but it later accesses that resource using a type that is incompatible with the original type.", 
85,Doubled Character XSS Manipulations,The web application does not filter user-controlled input for executable script disguised using doubling of the involved characters., 
86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages,"The software does not neutralize or incorrectly neutralizes invalid characters or byte sequences in the middle of tag names, URI schemes, and other identifiers.", 
862,Missing Authorization,The software does not perform an authorization check when an actor attempts to access a resource or perform an action.,High
863,Incorrect Authorization,"The software performs an authorization check when an actor attempts to access a resource or perform an action, but it does not correctly perform the check. This allows attackers to bypass intended access restrictions.",High
87,Improper Neutralization of Alternate XSS Syntax,The software does not neutralize or incorrectly neutralizes user-controlled input for alternate script syntax., 
88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),"The software constructs a string for a command to executed by a separate componentin another control sphere, but it does not properly delimit theintended arguments, options, or switches within that command string.", 
89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"The software constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component.",High
9,J2EE Misconfiguration: Weak Access Permissions for EJB Methods,"If elevated access rights are assigned to EJB methods, then an attacker can take advantage of the permissions to exploit the software system.", 
90,Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection'),"The software constructs all or part of an LDAP query using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended LDAP query when it is sent to a downstream component.", 
908,Use of Uninitialized Resource,The software uses or accesses a resource that has not been initialized.,Medium
